,0,1,2,3,4,cluster
139,ko00001,09100 Metabolism,09101 Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ko00051],K01795  algG; mannuronan 5-epimerase [EC:5.1.3.37],Cluster_1
140,ko00001,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130],K01851  pchA; salicylate biosynthesis isochorismate synthase [EC:5.4.4.2],Cluster_1
141,ko00001,09100 Metabolism,09109 Metabolism of terpenoids and polyketides,01053 Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053],K01851  pchA; salicylate biosynthesis isochorismate synthase [EC:5.4.4.2],Cluster_1
142,ko00001,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00362 Benzoate degradation [PATH:ko00362],"K01857  pcaB; 3-carboxy-cis,cis-muconate cycloisomerase [EC:5.5.1.2]",Cluster_1
143,ko00001,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00627 Aminobenzoate degradation [PATH:ko00627],K01865  hab; (hydroxyamino)benzene mutase [EC:5.4.4.1],Cluster_1
144,ko00001,09120 Genetic Information Processing,09124 Replication and repair,03450 Non-homologous end-joining [PATH:ko03450],K01971  ligD; bifunctional non-homologous end joining protein LigD [EC:6.5.1.1],Cluster_1
145,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K01971  ligD; bifunctional non-homologous end joining protein LigD [EC:6.5.1.1],Cluster_1
146,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K01989  K01989; putative tryptophan/tyrosine transport system substrate-binding protein,Cluster_1
147,ko00001,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],K02083  allC; allantoate deiminase [EC:3.5.3.9],Cluster_1
148,ko00001,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K02083  allC; allantoate deiminase [EC:3.5.3.9],Cluster_1
149,ko00001,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],K02228  cobF; precorrin-6A synthase [EC:2.1.1.152],Cluster_1
150,ko00001,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],K02229  cobG; precorrin-3B synthase [EC:1.14.13.83],Cluster_1
151,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02044 Secretion system [BR:ko02044],K02281  cpaD; pilus assembly protein CpaD,Cluster_1
152,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02035 Bacterial motility proteins [BR:ko02035],K02281  cpaD; pilus assembly protein CpaD,Cluster_1
153,ko00001,09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00906 Carotenoid biosynthesis [PATH:ko00906],K02292  crtO; beta-carotene ketolase (CrtO type),Cluster_1
154,ko00001,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190],K02297  cyoA; cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3],Cluster_1
155,ko00001,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190],K02298  cyoB; cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3],Cluster_1
156,ko00001,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190],K02300  cyoD; cytochrome o ubiquinol oxidase subunit IV,Cluster_1
157,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99996 General function prediction only,K02351  K02351; putative membrane protein,Cluster_1
158,ko00001,09100 Metabolism,09109 Metabolism of terpenoids and polyketides,01053 Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053],K02364  entF; L-serine---[L-seryl-carrier protein] ligase [EC:6.3.2.14 6.2.1.72],Cluster_1
159,ko00001,09180 Brite Hierarchies,09181 Protein families: metabolism,01008 Polyketide biosynthesis proteins [BR:ko01008],K02364  entF; L-serine---[L-seryl-carrier protein] ligase [EC:6.3.2.14 6.2.1.72],Cluster_1
160,ko00001,09130 Environmental Information Processing,09131 Membrane transport,02010 ABC transporters [PATH:ko02010],"K02471  bacA, bclA; vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein",Cluster_1
161,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K02471  bacA, bclA; vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein",Cluster_1
162,ko00001,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ko01001],"K02478  K02478; two-component system, LytTR family, sensor kinase [EC:2.7.13.3]",Cluster_1
163,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02022 Two-component system [BR:ko02022],"K02478  K02478; two-component system, LytTR family, sensor kinase [EC:2.7.13.3]",Cluster_1
164,ko00001,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99992 Structural proteins,K02497  hemX; HemX protein,Cluster_1
165,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K02511  hpaX; MFS transporter, ACS family, 4-hydroxyphenylacetate permease",Cluster_1
166,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K02526  kdgT; 2-keto-3-deoxygluconate permease,Cluster_1
167,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K02550  glcA; glycolate permease,Cluster_1
168,ko00001,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99982 Energy metabolism,K02571  napE; periplasmic nitrate reductase NapE,Cluster_1
169,ko00001,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K02804  nagE; N-acetylglucosamine PTS system EIICBA or EIICB component [EC:2.7.1.193],Cluster_1
170,ko00001,09130 Environmental Information Processing,09131 Membrane transport,02060 Phosphotransferase system (PTS) [PATH:ko02060],K02804  nagE; N-acetylglucosamine PTS system EIICBA or EIICB component [EC:2.7.1.193],Cluster_1
171,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K02804  nagE; N-acetylglucosamine PTS system EIICBA or EIICB component [EC:2.7.1.193],Cluster_1
172,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03021 Transcription machinery [BR:ko03021],K03090  sigB; RNA polymerase sigma-B factor,Cluster_1
173,ko00001,09130 Environmental Information Processing,09131 Membrane transport,03070 Bacterial secretion system [PATH:ko03070],"K03225  yscQ, sctQ, hrcQ, ssaQ, spaO; type III secretion protein Q",Cluster_1
174,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02044 Secretion system [BR:ko02044],"K03225  yscQ, sctQ, hrcQ, ssaQ, spaO; type III secretion protein Q",Cluster_1
175,ko00001,09130 Environmental Information Processing,09131 Membrane transport,03070 Bacterial secretion system [PATH:ko03070],"K03227  yscS, sctS, hrcS, ssaS; type III secretion protein S",Cluster_1
176,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02044 Secretion system [BR:ko02044],"K03227  yscS, sctS, hrcS, ssaS; type III secretion protein S",Cluster_1
177,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K03288  citA, tcuC; MFS transporter, MHS family, citrate/tricarballylate:H+ symporter",Cluster_1
178,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K03290  nanT; MFS transporter, SHS family, sialic acid transporter",Cluster_1
179,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K03291  MFS.SET; MFS transporter, SET family, sugar efflux transporter",Cluster_1
180,ko00001,09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ko00330],K03343  puo; putrescine oxidase [EC:1.4.3.10],Cluster_1
181,ko00001,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00362 Benzoate degradation [PATH:ko00362],"K03381  catA; catechol 1,2-dioxygenase [EC:1.13.11.1]",Cluster_1
182,ko00001,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00364 Fluorobenzoate degradation [PATH:ko00364],"K03381  catA; catechol 1,2-dioxygenase [EC:1.13.11.1]",Cluster_1
183,ko00001,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00361 Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361],"K03381  catA; catechol 1,2-dioxygenase [EC:1.13.11.1]",Cluster_1
184,ko00001,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00623 Toluene degradation [PATH:ko00623],"K03381  catA; catechol 1,2-dioxygenase [EC:1.13.11.1]",Cluster_1
185,ko00001,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00791 Atrazine degradation [PATH:ko00791],K03383  atzD; cyanuric acid amidohydrolase [EC:3.5.2.15],Cluster_1
186,ko00001,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00364 Fluorobenzoate degradation [PATH:ko00364],K03391  pcpB; pentachlorophenol monooxygenase [EC:1.14.13.50],Cluster_1
187,ko00001,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00361 Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361],K03391  pcpB; pentachlorophenol monooxygenase [EC:1.14.13.50],Cluster_1
188,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,01504 Antimicrobial resistance genes [BR:ko01504],K03395  aac3-I; aminoglycoside 3-N-acetyltransferase I [EC:2.3.1.60],Cluster_1
189,ko00001,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ko00680],K03396  gfa; S-(hydroxymethyl)glutathione synthase [EC:4.4.1.22],Cluster_1
190,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K03445  nepI; MFS transporter, DHA1 family, purine ribonucleoside efflux pump",Cluster_1
191,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K03446  emrB; MFS transporter, DHA2 family, multidrug resistance protein",Cluster_1
192,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K03535  gudP; MFS transporter, ACS family, glucarate transporter",Cluster_1
193,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03110 Chaperones and folding catalysts [BR:ko03110],K03675  grxB; glutaredoxin 2,Cluster_1
194,ko00001,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00552 Teichoic acid biosynthesis [PATH:ko00552],K03740  dltD; D-alanine transfer protein,Cluster_1
195,ko00001,09130 Environmental Information Processing,09132 Signal transduction,02020 Two-component system [PATH:ko02020],K03740  dltD; D-alanine transfer protein,Cluster_1
196,ko00001,09160 Human Diseases,09171 Infectious disease: bacterial,05150 Staphylococcus aureus infection [PATH:ko05150],K03740  dltD; D-alanine transfer protein,Cluster_1
197,ko00001,09160 Human Diseases,09175 Drug resistance: antimicrobial,01503 Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503],K03740  dltD; D-alanine transfer protein,Cluster_1
198,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,01504 Antimicrobial resistance genes [BR:ko01504],K03740  dltD; D-alanine transfer protein,Cluster_1
199,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K03756  potE; putrescine:ornithine antiporter,Cluster_1
200,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K03759  adiC; arginine:agmatine antiporter,Cluster_1
201,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K03761  kgtP; MFS transporter, MHS family, alpha-ketoglutarate permease",Cluster_1
202,ko00001,09180 Brite Hierarchies,09181 Protein families: metabolism,01004 Lipid biosynthesis proteins [BR:ko01004],K03822  K03822; putative long chain acyl-CoA synthase [EC:6.2.1.-],Cluster_1
203,ko00001,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K03827  yjaB; putative acetyltransferase [EC:2.3.1.-],Cluster_1
204,ko00001,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ko00510],"K03842  ALG1; beta-1,4-mannosyltransferase [EC:2.4.1.142]",Cluster_1
205,ko00001,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00513 Various types of N-glycan biosynthesis [PATH:ko00513],"K03842  ALG1; beta-1,4-mannosyltransferase [EC:2.4.1.142]",Cluster_1
206,ko00001,09180 Brite Hierarchies,09181 Protein families: metabolism,01003 Glycosyltransferases [BR:ko01003],"K03842  ALG1; beta-1,4-mannosyltransferase [EC:2.4.1.142]",Cluster_1
207,ko00001,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190],K03878  ND1; NADH-ubiquinone oxidoreductase chain 1 [EC:7.1.1.2],Cluster_1
208,ko00001,09150 Organismal Systems,09156 Nervous system,04723 Retrograde endocannabinoid signaling [PATH:ko04723],K03878  ND1; NADH-ubiquinone oxidoreductase chain 1 [EC:7.1.1.2],Cluster_1
209,ko00001,09150 Organismal Systems,09159 Environmental adaptation,04714 Thermogenesis [PATH:ko04714],K03878  ND1; NADH-ubiquinone oxidoreductase chain 1 [EC:7.1.1.2],Cluster_1
210,ko00001,09160 Human Diseases,09161 Cancer: overview,05208 Chemical carcinogenesis - reactive oxygen species [PATH:ko05208],K03878  ND1; NADH-ubiquinone oxidoreductase chain 1 [EC:7.1.1.2],Cluster_1
211,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05010 Alzheimer disease [PATH:ko05010],K03878  ND1; NADH-ubiquinone oxidoreductase chain 1 [EC:7.1.1.2],Cluster_1
212,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05012 Parkinson disease [PATH:ko05012],K03878  ND1; NADH-ubiquinone oxidoreductase chain 1 [EC:7.1.1.2],Cluster_1
213,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05014 Amyotrophic lateral sclerosis [PATH:ko05014],K03878  ND1; NADH-ubiquinone oxidoreductase chain 1 [EC:7.1.1.2],Cluster_1
214,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05016 Huntington disease [PATH:ko05016],K03878  ND1; NADH-ubiquinone oxidoreductase chain 1 [EC:7.1.1.2],Cluster_1
215,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05020 Prion disease [PATH:ko05020],K03878  ND1; NADH-ubiquinone oxidoreductase chain 1 [EC:7.1.1.2],Cluster_1
216,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05022 Pathways of neurodegeneration - multiple diseases [PATH:ko05022],K03878  ND1; NADH-ubiquinone oxidoreductase chain 1 [EC:7.1.1.2],Cluster_1
217,ko00001,09160 Human Diseases,09166 Cardiovascular disease,05415 Diabetic cardiomyopathy [PATH:ko05415],K03878  ND1; NADH-ubiquinone oxidoreductase chain 1 [EC:7.1.1.2],Cluster_1
218,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],K03878  ND1; NADH-ubiquinone oxidoreductase chain 1 [EC:7.1.1.2],Cluster_1
219,ko00001,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190],K03879  ND2; NADH-ubiquinone oxidoreductase chain 2 [EC:7.1.1.2],Cluster_1
220,ko00001,09150 Organismal Systems,09156 Nervous system,04723 Retrograde endocannabinoid signaling [PATH:ko04723],K03879  ND2; NADH-ubiquinone oxidoreductase chain 2 [EC:7.1.1.2],Cluster_1
221,ko00001,09150 Organismal Systems,09159 Environmental adaptation,04714 Thermogenesis [PATH:ko04714],K03879  ND2; NADH-ubiquinone oxidoreductase chain 2 [EC:7.1.1.2],Cluster_1
222,ko00001,09160 Human Diseases,09161 Cancer: overview,05208 Chemical carcinogenesis - reactive oxygen species [PATH:ko05208],K03879  ND2; NADH-ubiquinone oxidoreductase chain 2 [EC:7.1.1.2],Cluster_1
223,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05010 Alzheimer disease [PATH:ko05010],K03879  ND2; NADH-ubiquinone oxidoreductase chain 2 [EC:7.1.1.2],Cluster_1
224,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05012 Parkinson disease [PATH:ko05012],K03879  ND2; NADH-ubiquinone oxidoreductase chain 2 [EC:7.1.1.2],Cluster_1
225,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05014 Amyotrophic lateral sclerosis [PATH:ko05014],K03879  ND2; NADH-ubiquinone oxidoreductase chain 2 [EC:7.1.1.2],Cluster_1
226,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05016 Huntington disease [PATH:ko05016],K03879  ND2; NADH-ubiquinone oxidoreductase chain 2 [EC:7.1.1.2],Cluster_1
227,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05020 Prion disease [PATH:ko05020],K03879  ND2; NADH-ubiquinone oxidoreductase chain 2 [EC:7.1.1.2],Cluster_1
228,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05022 Pathways of neurodegeneration - multiple diseases [PATH:ko05022],K03879  ND2; NADH-ubiquinone oxidoreductase chain 2 [EC:7.1.1.2],Cluster_1
229,ko00001,09160 Human Diseases,09166 Cardiovascular disease,05415 Diabetic cardiomyopathy [PATH:ko05415],K03879  ND2; NADH-ubiquinone oxidoreductase chain 2 [EC:7.1.1.2],Cluster_1
230,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],K03879  ND2; NADH-ubiquinone oxidoreductase chain 2 [EC:7.1.1.2],Cluster_1
231,ko00001,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190],K03882  ND4L; NADH-ubiquinone oxidoreductase chain 4L [EC:7.1.1.2],Cluster_1
232,ko00001,09150 Organismal Systems,09156 Nervous system,04723 Retrograde endocannabinoid signaling [PATH:ko04723],K03882  ND4L; NADH-ubiquinone oxidoreductase chain 4L [EC:7.1.1.2],Cluster_1
233,ko00001,09150 Organismal Systems,09159 Environmental adaptation,04714 Thermogenesis [PATH:ko04714],K03882  ND4L; NADH-ubiquinone oxidoreductase chain 4L [EC:7.1.1.2],Cluster_1
234,ko00001,09160 Human Diseases,09161 Cancer: overview,05208 Chemical carcinogenesis - reactive oxygen species [PATH:ko05208],K03882  ND4L; NADH-ubiquinone oxidoreductase chain 4L [EC:7.1.1.2],Cluster_1
235,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05010 Alzheimer disease [PATH:ko05010],K03882  ND4L; NADH-ubiquinone oxidoreductase chain 4L [EC:7.1.1.2],Cluster_1
236,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05012 Parkinson disease [PATH:ko05012],K03882  ND4L; NADH-ubiquinone oxidoreductase chain 4L [EC:7.1.1.2],Cluster_1
237,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05014 Amyotrophic lateral sclerosis [PATH:ko05014],K03882  ND4L; NADH-ubiquinone oxidoreductase chain 4L [EC:7.1.1.2],Cluster_1
238,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05016 Huntington disease [PATH:ko05016],K03882  ND4L; NADH-ubiquinone oxidoreductase chain 4L [EC:7.1.1.2],Cluster_1
239,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05020 Prion disease [PATH:ko05020],K03882  ND4L; NADH-ubiquinone oxidoreductase chain 4L [EC:7.1.1.2],Cluster_1
240,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05022 Pathways of neurodegeneration - multiple diseases [PATH:ko05022],K03882  ND4L; NADH-ubiquinone oxidoreductase chain 4L [EC:7.1.1.2],Cluster_1
